nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0703827,Don Quinn,1900,1967,"writer,music_department,miscellaneous","tt0046606,tt0050864,tt0036902,tt0046587"
nm0704115,Lei Quintana,,,"writer,actress","tt2215338,tt0252767,tt0215456,tt0170885"
nm0706417,Martin Ragaway,1923,1989,"writer,miscellaneous,director","tt0043224,tt1667851,tt0058805,tt0054533"
nm0724980,Donald Richie,1924,2013,"director,miscellaneous,writer","tt0218250,tt0100998,tt2756876,tt0305250"
nm0725529,Tom Ricketts,1853,1939,"actor,director,writer","tt0005518,tt0005043,tt0006021,tt0006919"
nm0728508,Steven Ritch,1921,1995,"actor,writer","tt0050073,tt0052696,tt0052472,tt0050498"
nm0729273,Geraldo Rivera,1943,,"actor,director,writer","tt0119942,tt0881891,tt1085499,tt0118884"
nm0738653,Jules Romains,1885,1972,writer,"tt0023963,tt0015626,tt0167238,tt0033229"
nm0738710,Lawrence Roman,1921,2008,"writer,producer","tt0049414,tt0047263,tt0106826,tt0071824"
nm0719965,Marta Renzi,,,"director,writer,costume_department","tt0806208,tt3611258,tt7008256,tt3653410"
nm0720602,David Reuben,1933,,"writer,producer,director","tt0068555,tt1547923,tt1833854,tt2049481"
nm0721270,Efren Reyes,1924,1968,"actor,director,writer","tt1174937,tt0354915,tt1364205,tt0358152"
nm0721494,Javier Reyna,1964,,"director,writer,producer","tt4287332,tt5677598"
nm0753693,Max RÃ©gnier,,,"writer,actor,producer","tt0191291,tt3433344,tt4864562,tt4865192"
nm0753694,Michel RÃ©gnier,1934,,"director,cinematographer,editor","tt0237703,tt0237613,tt0237757,tt0270205"
nm0753716,Albert RÃ©my,1915,1967,"actor,director","tt0053198,tt0035951,tt0059825,tt0048226"
nm0753898,Josef RÃ¶dl,1949,,"director,writer,producer","tt0092215,tt0077139,tt0246378,tt0186524"
nm0754351,Orvo Saarikivi,1905,1970,"director,editor,writer","tt0134131,tt0034306,tt0040449,tt0133389"
nm0740622,Bradford Ropes,1905,1966,writer,"tt0034106,tt0026418,tt0024034,tt0037338"
nm0740853,Michal Rosa,1963,,"director,miscellaneous,writer","tt1274738,tt0295200,tt0926285,tt6104188"
nm0741627,Reginald Rose,1920,2002,"writer,producer","tt0050083,tt0054531,tt0078294,tt0040051"
nm0663955,Dino B. Partesano,1925,,"director,writer,assistant_director","tt0177800,tt1091714,tt0388712,tt0209924"
nm0664114,Jussi Parviainen,1955,,"writer,director,actor","tt1067247,tt1253599,tt0222550,tt0091175"
nm0664353,Jenny Paschall,,,"writer,producer,miscellaneous","tt0112781,tt1523986,tt0439255,tt0361257"
nm0664846,Jerzy Passendorfer,1923,2003,"director,writer,assistant_director","tt0069532,tt0056718,tt0054201,tt0053465"
nm0677910,Guram Petriashvili,,,"actor,writer,director","tt0087349,tt0284084,tt0843312,tt1265691"
nm0678959,Claus Peymann,1937,,"director,actor,writer","tt1570608,tt0488774,tt1461248,tt1394191"
nm0686817,Plato,,,writer,"tt0234900,tt4515364,tt1943721,tt5553434"
nm0748031,Cyma Rubin,,,"producer,director","tt0410329,tt0068659,tt0082375,tt0818113"
nm0737885,Walter Rojas,1965,,"director,writer,editor","tt0101259,tt0461475,tt0181681,tt0097798"
nm0737904,Bogomil Raynov,1919,2007,writer,"tt0175772,tt0170313,tt0349395,tt0169618"
nm0738001,Carlo Rola,1958,2016,"director,actor,writer","tt0441723,tt0292648,tt5361058,tt0293274"
nm0738180,Sutton Roley,1922,2007,"director,producer,writer","tt0051319,tt0071318,tt0159893,tt0086662"
nm0726729,Gennaro Righelli,1886,1949,"director,writer,actor","tt0338312,tt0038281,tt0037491,tt0030212"
nm0726812,Tassos Rigopoulos,1967,,"producer,director,writer","tt0272317,tt2751058,tt0258965,tt0271937"
nm0727105,Larry Riley,,,"writer,animation_department","tt0042123,tt0150588,tt0151014,tt0348892"
nm0727453,JosÃ© MarÃ­a RincÃ³n,,,"writer,actor,editor","tt0454741,tt0062021,tt0459704,tt0465775"
nm0711197,Connie Rasinski,1907,1965,"director,animation_department,writer","tt4538720,tt1194658,tt0150596,tt0148316"
nm0711346,Jesper Waldvogel Rasmussen,1970,,"writer,producer,miscellaneous","tt1045779,tt3588078,tt1297460,tt0250990"
nm0718695,Heikki ReivilÃ¤,,,"writer,actor","tt0105140,tt3351366,tt0338085,tt3331044"
nm0718871,Erich Maria Remarque,1898,1970,"writer,actor,miscellaneous","tt0052296,tt1016150,tt0030865,tt0020629"
nm0727776,Jonathan Rintels,,,"writer,producer,miscellaneous","tt0132965,tt0093404,tt0111225,tt0099045"
nm0727788,Harley Rinzler,,,"director,actor,producer","tt2057963,tt0094948,tt0099086"
nm0723597,Anthony Rich,1968,,"assistant_director,director,writer","tt2084712,tt2660806,tt0898266,tt0088559"
nm0724491,David Richardson,,,"producer,writer,miscellaneous","tt0106039,tt0247091,tt0369179,tt0094455"
nm0744178,Fernanda Rossi,1968,,"writer,miscellaneous,editorial_department","tt4504008,tt1786433,tt0211436,tt6069620"
nm0744634,Henryk Rostworowski,1912,1984,"writer,actor,music_department","tt0441074,tt0073201"
nm0744834,Eli Roth,1972,,"producer,actor,writer","tt0450278,tt0462322,tt0303816,tt0361748"
nm0746460,W. Courtney Rowden,1880,1953,"writer,director","tt0012091,tt0012071,tt0005931,tt0174318"
nm0747313,Mike Royce,,,"producer,writer,miscellaneous","tt5339440,tt0115167,tt1242441,tt2741950"
nm0752970,Tomas Ryberger,,2002,"director,writer","tt8908494,tt0269410,tt0145610,tt6945102"
nm0753095,Chris Ryder,,,"miscellaneous,director,producer","tt0200385,tt0346384,tt1691886,tt1615582"
nm0756915,Takeshi SaitÃ´,,,writer,"tt0454548,tt0269600,tt3535222,tt0226661"
nm0757111,YÃ»ji Sakamoto,1967,,"writer,director,soundtrack","tt1928881,tt0424430,tt0143880,tt0230914"
nm0757276,Zvonimir Saksida,1922,1998,"director,writer","tt0485679,tt0485427,tt0485666,tt0322040"
nm0763453,Alfred Santell,1895,1981,"director,writer,producer","tt0014920,tt0019104,tt0018253,tt0028511"
nm0763579,Esmeralda Santiago,1948,,"actress,writer","tt0062425,tt0250951"
nm0763626,Pablo Santiago,,1998,"director,producer,writer","tt0359760,tt1182333,tt0375995,tt0487559"
nm0763653,Ron Santiano,1963,,"editor,producer,director","tt3499966,tt1482412,tt8144654,tt3155588"
nm0764346,Tom Santschi,1878,1931,"actor,director,miscellaneous","tt0022028,tt0017463,tt0018566,tt0007988"
nm0769095,Ken Scarborough,,,"writer,miscellaneous,producer","tt0169414,tt6319942,tt1043776,tt0072562"
nm0769522,Steven Schachter,,,"director,writer,producer","tt0274468,tt0119865,tt0377972,tt0206305"
nm0721959,Stephen Reynolds,,,"director,assistant_director,producer","tt0163963,tt0172754,tt0177644,tt3900614"
nm0722493,Michael Ray Rhodes,1945,,"producer,director,writer","tt1012950,tt0053510,tt0092455,tt0138542"
nm0722676,Monica Rial,1975,,"actress,writer,sound_department","tt3819668,tt2263944,tt1528406,tt1409055"
nm0733287,Luis Robledo,,,"producer,editor,director","tt4135776,tt1283961,tt2846038,tt8355502"
nm0733344,Hernan Robles,,,"assistant_director,miscellaneous,production_manager","tt1991185,tt0346179,tt0330410,tt0084573"
nm0733357,JuliÃ¡n Robles,,,"miscellaneous,writer,director","tt1615839,tt2300899,tt3614434,tt0211868"
nm0733846,Paulo Rocha,1935,2012,"director,producer,actor","tt0077722,tt0057642,tt0778893,tt0092875"
nm0733932,France Roche,1921,2013,"actress,writer,producer","tt0159648,tt0054516,tt0050124,tt0046998"
nm0734316,Niklas RockstrÃ¶m,,,writer,"tt0421947,tt0907702,tt5598192,tt6681686"
nm0734472,Gene Roddenberry,1921,1991,"writer,producer,miscellaneous","tt0079945,tt0060028,tt0098382,tt0092455"
nm0734481,John Roddick,,,writer,"tt0053496,tt0058846,tt0055701,tt1729219"
nm0734958,Eleuterio Rodolfi,1876,1933,"director,actor,writer","tt0008040,tt0125012,tt1219083,tt0961083"
nm0735847,FÃ©lix RodrÃ­guez,,,"production_manager,producer,art_department","tt0327754,tt0198874,tt0088040,tt0217716"
nm0736058,Pablo RodrÃ­guez,1962,,"director,writer,editor","tt0281986,tt0382710"
nm0736609,Randy Rogel,,,"writer,soundtrack,producer","tt0105941,tt0175738,tt0106140,tt0103359"
nm0740021,Brunello Rondi,1924,1989,"writer,director,art_department","tt0056801,tt0053779,tt0167886,tt0047528"
nm0740102,Michal Ronikier,,,"writer,assistant_director,producer","tt0057089,tt0065672,tt0441074,tt0059671"
nm0803705,Victor SjÃ¶strÃ¶m,1879,1960,"director,actor,writer","tt0050986,tt0008879,tt0014972,tt0012364"
nm0803823,Jacek Skalski,1958,1996,"director,writer,actor","tt0241589,tt0110505,tt0099243,tt0441074"
nm0803838,Krsto Skanata,1924,2017,"director,writer,assistant_director","tt0275622,tt0253812,tt0305988,tt0276257"
nm0804795,Arne Skovhus,1932,1983,"actor,director","tt0123841,tt0065783,tt0124814,tt0072247"
nm0804887,Steve Skrovan,1957,,"producer,miscellaneous,writer","tt1305586,tt0492499,tt4129004,tt0115167"
nm0793548,KÃ´ji Shima,1901,1986,"actor,director,writer","tt0203797,tt0795944,tt0383894,tt0045971"
nm0782430,Ulrich Seidl,1952,,"director,writer,producer","tt2371824,tt3086442,tt1403214,tt0459102"
nm0782707,George B. Seitz,1888,1944,"director,writer,producer","tt0018549,tt0016989,tt0019307,tt0012298"
nm0782846,Hideo Sekigawa,1908,1977,"director,production_manager,miscellaneous","tt0042944,tt0224109,tt6586692,tt0204625"
nm0782947,Lesley Selander,1900,1979,"director,assistant_director,miscellaneous","tt0039707,tt0029129,tt0039042,tt0031419"
nm0772317,Burghard Schlicht,,,"actor,director,writer","tt7535356,tt0122470,tt1031536,tt0066773"
nm0772364,Aisha Schliessler,,,"actress,director,writer","tt0448157,tt7121670,tt8845870,tt0390022"
nm0772637,Franz Leopold Schmelzer,1965,,"director,writer,producer","tt0113219,tt0087540,tt0096812,tt0092869"
nm0772988,Holger Karsten Schmidt,1965,,"writer,actor,special_effects","tt5760392,tt5686992,tt1510812,tt2374308"
nm0773020,John Schmidt,,,"producer,director,editor","tt0414925,tt0481276,tt0461592,tt0461796"
nm0773104,Marlene Schmidt,1934,,"actress,producer,writer","tt0080732,tt0088255,tt0073736,tt0087746"
nm0761341,Jules Sandeau,1811,1883,writer,"tt0482319,tt0142635,tt0200045,tt0139236"
nm0761833,Timothy Sanderson,1976,,"camera_department,director,miscellaneous","tt0155566,tt0295498,tt0154950,tt1218035"
nm0762013,Tim Sandlin,1950,,writer,"tt0143891,tt2286990,tt0209322"
nm0768178,Joe Sawyer,1906,1982,"actor,soundtrack,writer","tt0028096,tt0049406,tt0032551,tt0028478"
nm0774684,Gunther Scholz,1944,,"director,writer,producer","tt0094256,tt0168275,tt0303956,tt0326728"
nm0774699,Marcus Scholz,,,"writer,director","tt0416372,tt0338575,tt0417117,tt0383149"
nm0779641,Oz Scott,1949,,"director,producer","tt6045840,tt0115277,tt0364845,tt3749900"
nm0780107,EugÃ¨ne Scribe,1791,1861,"writer,soundtrack","tt0330114,tt0174656,tt1229822,tt0019815"
nm0780391,Antonino Seabra,1933,,"director,assistant_director","tt0209694,tt0209692,tt0209845,tt0176368"
nm0780798,Steven L. Sears,,,"producer,writer,actor","tt0098919,tt0261492,tt0112230,tt0103518"
nm0781456,Eva Seeberg,1931,,writer,"tt0204440,tt0216810,tt0213490,tt0055088"
nm0781986,Yakov Segel,1923,1995,"director,writer,actor","tt0175135,tt0128893,tt0128880,tt0056381"
nm0801022,Harold Simpson,,,"writer,director","tt0159405,tt4865298,tt0212327,tt0028300"
nm0801133,Morgan Simpson,,,"actor,writer,producer","tt0417751,tt1470020,tt0198013,tt1164090"
nm0684144,Tan-Ping Lam,,,"writer,miscellaneous,assistant_director","tt0101463,tt0101924,tt0103094,tt0100545"
nm0712721,Rick Raxlen,,,"director,editor,producer","tt0223184,tt0165818,tt0281789,tt0224373"
nm0712761,Bob Ray,,,"director,editor,writer","tt0427350,tt1370294,tt8681212,tt1980246"
nm0712947,Nicholas Ray,1911,1979,"director,writer,actor","tt0079261,tt0053244,tt0048545,tt0075675"
nm0713394,Peter Raymont,1950,,"producer,writer,director","tt0124217,tt0896527,tt1097260,tt0424435"
nm0713587,Ali Raza,,,"writer,director,miscellaneous","tt0136153,tt0070558,tt0265241,tt0341563"
nm0715346,Carol Reed,1906,1976,"director,producer,assistant_director","tt0063385,tt0049875,tt0040338,tt0041959"
nm0715541,Langford Reed,,,"writer,director,actor","tt2137387,tt0175524,tt2144163,tt2151873"
nm0717421,Sandra Reid,,,director,tt0247220
nm0717977,Herbert Reinecker,1914,2007,writer,"tt0063920,tt2097199,tt0070981,tt0046819"
nm0718243,Harald Reinl,1908,1986,"director,writer,editor","tt0065702,tt0052829,tt0043834,tt0041171"
nm0718406,Wanda Reisel,,,writer,"tt1057692,tt1123581,tt8498944,tt0075768"
nm0718466,Dean Riesner,1918,2002,"writer,miscellaneous,actor","tt0074483,tt0093011,tt0062824,tt0066999"
nm0718467,Allen Reisner,1924,2004,"director,actor","tt0061277,tt0052520,tt0125648,tt0059991"
nm0718469,Charles Reisner,1887,1962,"director,actor,writer","tt0033388,tt0019421,tt0020336,tt0021879"
nm0718554,Karel Reisz,1926,2002,"director,producer,writer","tt0058401,tt0060714,tt0082416,tt0054269"
nm0708835,Rampo Edogawa,1894,1965,writer,"tt0204625,tt0210302,tt0203897,tt0063203"
nm0709181,Ignacio RamÃ­rez PinzÃ³n,,,writer,"tt0196144,tt0178062"
nm0709398,Chuck Ranberg,,,"producer,writer,miscellaneous","tt0086742,tt1583607,tt0106004,tt0101041"
nm0709676,Robert Randall,,,"assistant_director,director,writer","tt0402910,tt6258052,tt0116926,tt0116483"
nm0750121,Simon Rumley,1970,,"director,writer,producer","tt4791984,tt1465505,tt1935896,tt5667052"
nm0730000,David Roach,,,"writer,producer,miscellaneous","tt0096486,tt2419284,tt1418646,tt0156807"
nm0730860,Bill Roberts,1899,1974,"animation_department,director,sound_department","tt0029583,tt0032910,tt0034492,tt0033563"
nm0730951,Cliff Roberts,1929,1999,"writer,miscellaneous,animation_department","tt0075480,tt0165052,tt0252162,tt0175863"
nm0732022,Shari Robertson,,,"director,producer,sound_department","tt1832451,tt1833819,tt0241051,tt1831713"
nm0743949,Hannes Rossacher,1952,,"director,producer,writer","tt0272620,tt0372738,tt0313198,tt0310601"
nm0759232,Jaime Salvador,1901,1976,"writer,director","tt0220186,tt0121281,tt0174157,tt0277395"
nm0759470,Guido Salvini,1893,1965,"director,writer,producer","tt0029474,tt0039741,tt0032878,tt0048927"
nm0760665,Antonia San Juan,1961,,"actress,director,writer","tt1961265,tt0185125,tt0311966,tt0467542"
nm0760724,Santiago San Miguel,1939,,"writer,director,producer","tt0075635,tt0102010,tt0985080,tt0088966"
nm0762256,Isabella Sandri,,,"director,writer,cinematographer","tt1714884,tt0161360,tt1555977,tt1552706"
nm0754766,Cheslav Sabinsky,1885,1941,"director,production_designer,writer","tt0010659,tt0220183,tt0944126,tt7397550"
nm0698957,Derek Prouse,1922,1996,"writer,actor,miscellaneous","tt0060648,tt0249324,tt0060944,tt0989125"
nm0698969,Marcel Proust,1871,1922,"writer,miscellaneous","tt3921704,tt0216605,tt0088315,tt0189142"
nm0700110,Sergio Pugliese,1908,1965,"writer,producer","tt0037819,tt0034426,tt0034459,tt0054068"
nm0700247,Gilles Pujol,,,"writer,director","tt0163601,tt0319284,tt0499459,tt0842697"
nm0700834,Joseph Purdy,,,"writer,miscellaneous,producer","tt0413573,tt0169414,tt0108921,tt5779222"
nm0706831,Stevan Raickovic,1928,2007,"writer,soundtrack","tt2313580,tt0203917,tt0483449,tt0313351"
nm0707561,Leonid Rakhmanov,1908,1988,writer,"tt2522656,tt0441074,tt4199588,tt0027509"
nm0708563,Artur Ramos,1926,2006,"director,actor,writer","tt0793397,tt0057438,tt0162161,tt0086021"
nm0712215,Ilse Rautio,,,writer,"tt0363366,tt0185098,tt0341158,tt0404654"
nm0712374,Mark Ravenhill,1966,,"writer,producer,director","tt1596776,tt2243479,tt2582590,tt8681656"
nm0721918,Rebecca Reynolds,,,"producer,actress,writer","tt0100317,tt1297921,tt3710778,tt0081859"
nm0722029,Jorge Reynoso,1957,,"actor,writer,director","tt0288469,tt0239114,tt0093550,tt0353891"
nm0722289,Larry Rhine,1910,2000,"writer,miscellaneous,producer","tt0078632,tt0043224,tt0033509,tt0066626"
nm0722475,Kenny Rhodes,,,"director,producer,actor","tt5113106,tt0090327,tt0848844,tt0315014"
nm0739101,Haris Romas,1960,,"actor,writer,art_director","tt0294128,tt0292812,tt0225917,tt0288371"
nm0739255,Knud Romer JÃ¸rgensen,,,"actor,writer","tt0154421,tt1403846,tt0418982,tt0424789"
nm0739645,Romina,1988,,"actress,producer,writer","tt1024255,tt1044418,tt2170439,tt2069948"
nm0734570,InÃ©s Rodena,1905,1985,writer,"tt1050289,tt0446245,tt1062647,tt0243054"
nm0734931,Earle Rodney,1888,1932,"writer,actor,director","tt0020541,tt0246538,tt0313913,tt0019771"
nm0695173,R.S. Prakash,1901,1956,director,"tt0254810,tt0254513,tt0254208,tt0254771"
nm0695314,Jean Prat,1927,1991,"director,writer,assistant_director","tt1525794,tt0356276,tt0492513,tt0456771"
nm0695422,Anthony E. Pratt,1903,1994,"writer,miscellaneous","tt0088930,tt0245840,tt0188510,tt3218642"
nm0695446,Dennis A. Pratt,,,"actor,writer","tt0091281,tt1415244,tt0272036,tt0104609"
nm0695462,Hawley Pratt,1911,1999,"animation_department,director,writer","tt0063453,tt1607689,tt0053488,tt2044752"
nm0696478,Richard Preston,,,"director,editorial_department","tt2069874,tt2055742,tt0211269,tt2056743"
nm0696506,Trevor Preston,1938,2018,"writer,music_department,soundtrack","tt0067489,tt0071059,tt0319531,tt0162806"
nm0697173,Tara Price,1974,,"actress,producer,writer","tt2735678,tt4566574,tt4911692,tt3389740"
nm0697880,Olga Printzlau,1891,1962,writer,"tt0015901,tt0008964,tt0018878,tt0013675"
nm0684600,JosÃ© Pinto Carneiro,,,writer,"tt0175258,tt1135911,tt3811772,tt0391666"
nm0685985,Fabio Pittorru,1928,,"writer,director,assistant_director","tt0075083,tt0068444,tt0067487,tt0072640"
nm0686137,Marek Piwowski,1935,,"director,writer,actor","tt0843593,tt0354686,tt0396694,tt0076575"
nm0712422,Abraham Ravett,,,"director,editor,writer","tt0271630,tt1056191,tt0097304,tt1056195"
nm0713204,Alex Raymond,1909,1956,writer,"tt0140738,tt0080745,tt0027623,tt0030138"
nm0713283,Jack Raymond,1886,1953,"director,actor,producer","tt0027646,tt0022483,tt0032800,tt0022418"
nm0713593,S. Ali Raza,1922,2007,writer,"tt0148706,tt0358063,tt0044318,tt0341563"
nm0713864,Nick Read,,,"director,cinematographer,producer","tt2347463,tt3164988,tt1754405,tt3505682"
nm0714246,Theresa Rebeck,1958,,"producer,writer,director","tt5689632,tt8356942,tt0106079,tt1825133"
nm0714772,P. Chandrasekhara Reddy,,,"director,writer","tt0371073,tt3423384,tt0333150,tt0373255"
nm0715736,Tripp Reed,,,"producer,director,actor","tt0117912,tt0179735,tt0120224,tt1842181"
nm0749989,Tomislav Rukavina,1975,,"director,actor,writer","tt1614624,tt1141426,tt1305794,tt2236630"
nm0750499,Chris Ruppenthal,,,"producer,writer,miscellaneous","tt0112111,tt0096684,tt0106057,tt0103391"
nm0750817,Buddy Ruskin,,,"writer,miscellaneous,producer","tt0062589,tt0072389,tt0120757,tt0066920"
nm0730237,Alain Robbe-Grillet,1922,2008,"writer,director,actor","tt0114774,tt0085226,tt0063080,tt0057176"
nm0730902,Burke Roberts,,,"writer,director,actor","tt2188779,tt2580492,tt2846172,tt2084874"
nm0732918,Michael Robinson,1959,,"actor,director,writer","tt0486640,tt0455279,tt0116365,tt0374451"
nm0758949,Hannu Salonen,1972,,"director,writer,actor","tt1206482,tt0806910,tt2825464,tt0196510"
nm0759040,Roger Saltel,1922,1997,"actor,writer,director","tt0243350,tt0922516,tt0159576,tt0211331"
nm0759480,Giorgio Salvioni,,1994,"writer,producer,actor","tt0066778,tt0093533,tt0059015,tt0059095"
nm0759501,Jean Salvy,,2016,"director,writer,miscellaneous","tt0107574,tt0361135,tt0125975,tt0078548"
nm0760550,JoDee Samuelson,,,"director,writer,composer","tt0251976,tt2508230,tt0856091"
nm0761288,Mikael Sandberg,,,"camera_department,miscellaneous,director","tt7525472,tt3343428,tt0115360,tt6702880"
nm0762760,Asrul Sani,1926,2004,"writer,director,actor","tt6687872,tt6688150,tt6687954,tt0336280"
nm0754493,Cheryl Saban,1951,,"writer,producer,soundtrack","tt0267281,tt0106064,tt0108949,tt0108978"
nm0754762,Fernando Sabino,1923,2004,"writer,actor","tt0063079,tt0057973,tt2343380,tt0119306"
nm0755074,Jonathan Sachar,1965,,"producer,actor,writer","tt0922642,tt5507926,tt0790723,tt0088272"
nm0755727,Kiyoshi Saeki,,2002,"director,writer,assistant_director","tt8409920,tt0438135,tt5528216,tt5111878"
nm0755963,Boris Sagal,1923,1981,"director,writer,producer","tt0067525,tt0081900,tt0074048,tt0065819"
nm0756034,Misan Sagay,,,"writer,producer","tt2404181,tt0406265,tt0132502"
nm0784395,Orlando Senna,1940,,"writer,director,actor","tt0194640,tt0137464,tt0137777,tt0126968"
nm0784808,Marco Serafini,1956,,"director,writer,editor","tt5420870,tt0397300,tt0368960,tt1008628"
